City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,williams lake,52.1415,-122.1445,12.76,99,20,3.6,CA,1727185931
364,lodwar,3.1191,35.5973,35.4,23,68,5.43,KE,1727185932
365,sao gabriel da cachoeira,-0.1303,-67.0892,26.89,83,0,1.03,BR,1727185933
366,khandyga,62.6667,135.6,-0.72,86,97,1.51,RU,1727185934
367,tanumah,27.1,44.1333,37.64,11,0,4.92,SA,1727185935
368,tres passos,-27.4556,-53.9319,34.46,28,2,4.57,BR,1727185936
369,cooper's town,26.8667,-77.5167,28.18,67,0,7.14,BS,1727185937
370,banovici,44.4053,18.5242,23.25,60,20,3.09,BA,1727185939
371,ipora,-16.4419,-51.1178,36.95,16,10,4.58,BR,1727185940
372,fauske,67.2588,15.3918,8.86,65,75,4.33,NO,1727185941
373,nogamerzin-yurt,43.6536,44.8889,22.85,36,100,3.59,RU,1727185942
374,pauini,-7.7136,-66.9764,37.57,31,26,0.72,BR,1727185943
375,embrun,44.5639,6.4953,8.06,94,98,1.83,FR,1727185944
376,limbe,4.0242,9.2149,26.46,77,94,3.83,CM,1727185945
377,acarau,-2.8856,-40.12,31.0,54,9,8.29,BR,1727185946
378,penzance,50.1186,-5.5371,15.62,72,20,3.09,GB,1727185947
379,antofagasta,-23.65,-70.4,15.6,75,65,3.81,CL,1727185828
380,yuzhno-kurilsk,44.0306,145.8556,11.38,81,76,4.63,RU,1727185949
381,billings,45.7833,-108.5007,13.87,67,0,6.17,US,1727185932
382,waingapu,-9.6567,120.2641,27.33,80,25,1.56,ID,1727185953
383,cuamba,-14.8031,36.5372,29.4,25,5,3.84,MZ,1727185954
384,salina,38.8403,-97.6114,13.07,88,0,0.0,US,1727185693
385,jumla,29.2747,82.1838,13.97,95,24,1.43,NP,1727185956
386,toamasina,-18.1667,49.3833,25.0,83,40,2.57,MG,1727185957
387,namtsy,62.7161,129.6658,1.38,73,94,1.95,RU,1727185958
388,bom jesus,-9.0744,-44.3586,37.44,23,0,2.71,BR,1727185959
389,lloydminster,53.2835,-110.0016,12.12,71,40,4.63,CA,1727185852
390,tughyl,47.7252,84.2063,16.3,59,16,7.8,KZ,1727185961
391,necochea,-38.5473,-58.7368,16.74,51,0,3.91,AR,1727185632
392,qamdo,31.1667,97.2333,7.72,56,100,1.57,CN,1727185964
393,nicoya,10.1483,-85.452,24.47,93,100,1.5,CR,1727185965
394,kavaratti,10.5669,72.642,27.36,83,99,8.54,IN,1727185966
395,tshela,-4.9833,12.9333,32.1,48,85,1.38,CD,1727185967
396,chonchi,-42.6128,-73.8092,6.18,97,100,1.62,CL,1727185969
397,bontang,0.1333,117.5,28.2,84,42,3.87,ID,1727185971
398,oak grove,45.4168,-122.6401,17.09,93,78,2.24,US,1727185972
399,wau,7.7029,27.9953,28.01,64,53,1.35,SS,1727185973
400,kolonia town,6.964,158.206,26.0,89,40,1.54,FM,1727185974
401,tahe,52.3333,124.7333,8.38,67,38,0.57,CN,1727185976
402,dhidhdhoo,6.8833,73.1,28.12,79,88,7.86,MV,1727185977
403,veraval,20.9,70.3667,26.8,85,100,6.03,IN,1727185978
404,rikaze,29.25,88.8833,12.62,59,100,2.03,CN,1727185979
405,okola,4.0167,11.3833,24.2,91,65,1.9,CM,1727185980
406,sanctuary point,-35.1114,150.629,16.7,53,100,2.21,AU,1727185981
407,alo,6.5486,4.2686,26.05,84,100,2.53,NG,1727185982
408,pahrump,36.2083,-115.9839,23.01,17,0,1.09,US,1727185983
409,sa pa,22.3402,103.8441,15.64,88,58,0.19,VN,1727185984
410,nantucket,41.2835,-70.0995,17.06,77,40,7.2,US,1727185985
411,jinchang,38.4953,102.1739,19.4,44,100,3.89,CN,1727185986
412,san luis de la loma,17.2706,-100.8939,25.42,91,100,2.32,MX,1727185988
413,wanning,18.8003,110.3967,24.75,93,99,1.99,CN,1727185989
414,parras de la fuente,25.4167,-102.1833,20.26,72,30,2.98,MX,1727185990
415,roccella ionica,38.322,16.4009,26.41,61,34,4.48,IT,1727185991
416,jiwani,25.05,61.7417,28.04,76,11,5.32,PK,1727185992
417,rapid city,44.0805,-103.231,17.29,56,94,2.24,US,1727185993
418,anadyr,64.75,177.4833,5.28,75,40,2.0,RU,1727185994
419,maralal,1.0968,36.698,22.67,41,99,2.08,KE,1727185995
420,chililabombwe,-12.3648,27.8229,30.43,19,15,3.85,ZM,1727185996
421,meadow lake,34.8014,-106.5436,16.49,39,2,1.15,US,1727185997
422,rio verde de mato grosso,-18.9181,-54.8442,37.88,15,27,4.47,BR,1727185999
423,vilhena,-12.7406,-60.1458,28.12,61,6,1.54,BR,1727186001
424,kangding,30.0513,101.9603,11.8,96,99,1.32,CN,1727186002
425,inirida,3.8653,-67.9239,27.1,79,98,1.02,CO,1727186003
426,ringkobing,56.0901,8.244,17.99,77,20,4.12,DK,1727186004
427,neryungri,56.6709,124.6491,6.75,83,84,0.94,RU,1727186005
428,karachi,24.9056,67.0822,28.9,70,40,5.14,PK,1727185799
429,mariehamn,60.0973,19.9348,16.92,88,75,4.63,AX,1727186007
430,villa ojo de agua,-29.5,-63.6938,20.56,35,0,7.33,AR,1727186008
431,belmonte,-15.8631,-38.8828,26.81,64,6,3.57,BR,1727186009
432,karabash,55.4808,60.2157,6.03,55,93,3.71,RU,1727186010
433,kayangel,8.0823,134.7173,28.89,75,100,5.41,PW,1727186013
434,campo gallo,-26.5833,-62.85,25.01,53,38,4.43,AR,1727186015
435,kerikeri,-35.2268,173.9474,12.6,79,95,3.31,NZ,1727186016
436,mili,6.0815,171.735,28.58,72,15,3.61,MH,1727186017
437,bel ombre,-4.6167,55.4167,27.91,69,20,7.2,SC,1727186018
438,tapilon,11.2774,124.0306,28.41,80,100,4.41,PH,1727186020
439,altay,47.8667,88.1167,12.14,27,7,2.5,CN,1727186021
440,muli,2.9167,73.5667,28.74,77,3,5.51,MV,1727186022
441,caleta de carquin,-11.0925,-77.6267,17.74,87,79,2.91,PE,1727186024
442,warmbad,-28.45,18.7333,29.34,8,0,8.49,NA,1727186025
443,fuyang,32.9,115.8167,18.31,70,47,2.27,CN,1727186027
444,colac,-38.3333,143.5833,11.89,97,100,2.23,AU,1727186028
445,coquimbo,-29.9533,-71.3436,13.85,82,20,2.06,CL,1727185908
446,schelle,51.126,4.3441,18.39,85,40,4.12,BE,1727186030
447,polyarnyy,69.1989,33.4478,5.32,89,100,13.13,RU,1727186031
448,sao raimundo das mangabeiras,-7.0219,-45.4811,37.14,24,0,3.83,BR,1727186032
449,bin yauri,10.7823,4.8114,31.95,58,87,0.08,NG,1727186033
450,mermoz boabab,14.7065,-17.4758,26.88,83,0,5.14,SN,1727186036
451,conception bay south,47.4999,-52.9981,13.19,88,100,8.23,CA,1727186037
452,laascaanood,8.4774,47.3597,32.08,31,95,8.27,SO,1727186038
453,terrasson-lavilledieu,45.1301,1.3014,17.93,85,83,3.17,FR,1727186039
454,palmares do sul,-30.2578,-50.5097,26.54,66,1,0.39,BR,1727186040
455,sisimiut,66.9395,-53.6735,7.77,64,97,0.54,GL,1727186041
456,wanxian,30.8039,108.3897,26.79,50,84,0.46,CN,1727186042
457,merizo village,13.2658,144.6691,27.77,79,100,3.63,GU,1727186043
458,patterson,37.4716,-121.1297,18.33,60,0,1.32,US,1727186044
459,lagos,6.5833,3.75,26.91,79,100,2.08,NG,1727186045
460,katima mulilo,-17.5,24.2667,34.86,14,5,3.54,NA,1727186046
461,rabo de peixe,37.8,-25.5833,23.73,88,40,5.66,PT,1727186048
462,tutoia,-2.7619,-42.2744,28.88,60,2,6.35,BR,1727186049
463,severo-yeniseyskiy,60.3725,93.0408,1.9,94,99,4.09,RU,1727186051
464,burang,30.25,81.1667,10.34,76,64,2.72,CN,1727186053
465,homer,59.6425,-151.5483,8.76,93,100,0.0,US,1727185970
466,la sarre,48.8002,-79.1996,10.23,76,62,3.48,CA,1727186055
467,tannum sands,-23.9504,151.3693,21.94,53,75,4.63,AU,1727186056
468,heunghae,36.1125,129.3522,20.84,82,98,1.76,KR,1727186057
469,saquarema,-22.92,-42.5103,28.77,51,0,6.3,BR,1727185866
470,smithers,54.7804,-127.1743,10.18,93,100,1.03,CA,1727186061
471,iskateley,67.6803,53.1512,2.26,64,11,4.07,RU,1727186062
472,sambava,-14.2667,50.1667,24.66,69,32,6.34,MG,1727186063
473,nar'yan-mar,67.6713,53.087,2.24,65,14,4.03,RU,1727186064
474,el calafate,-50.3408,-72.2768,1.52,65,47,7.56,AR,1727186065
475,kargasok,59.0556,80.8572,2.48,97,100,6.96,RU,1727186066
476,dryden,49.7833,-92.7503,13.16,76,100,5.66,CA,1727186067
477,onega,63.9061,38.1404,11.66,50,100,3.76,RU,1727186070
478,greymouth,-42.4667,171.2,8.83,68,89,4.05,NZ,1727186072
479,kristiansund,63.1115,7.732,10.07,57,0,3.6,NO,1727186073
480,zabol,32.25,67.25,26.09,10,5,5.25,AF,1727186074
481,vadso,70.0744,29.7487,6.09,87,75,11.32,NO,1727186075
482,gdov,58.7406,27.8122,19.35,55,35,4.93,RU,1727186076
483,astrakhan,46.3497,48.0408,19.93,45,0,7.0,RU,1727186077
484,sweetwater,25.7634,-80.3731,31.12,73,40,4.12,US,1727186078
485,san luis acatlan,16.8167,-98.7333,21.91,100,100,1.46,MX,1727186079
486,chynadiyovo,48.4818,22.8217,24.48,38,49,3.77,UA,1727186080
487,narimanov,46.6927,47.8498,19.48,53,88,8.25,RU,1727186081
488,l'aquila,42.365,13.3935,22.75,52,100,3.13,IT,1727186083
489,labrador city,52.9463,-66.9114,10.95,76,75,1.03,CA,1727186084
490,san juan,-31.5375,-68.5364,19.29,27,1,3.41,AR,1727185928
491,ponta delgada,37.7333,-25.6667,24.4,88,40,5.66,PT,1727186086
492,mountain home,43.133,-115.6912,13.97,55,6,2.24,US,1727185884
493,quellon,-43.1167,-73.6167,6.18,93,100,3.57,CL,1727186088
494,taro,-8.3862,115.28,20.14,100,95,0.62,ID,1727186089
495,dampit,-8.2116,112.7493,22.15,99,58,0.96,ID,1727186090
496,zabaykal'sk,49.6333,117.3167,10.27,58,41,1.74,RU,1727186091
497,ginir,7.1333,40.7,20.39,56,87,4.08,ET,1727186092
498,hammerfest,70.6634,23.6821,5.25,87,75,7.2,NO,1727186094
499,midvagur,62.0511,-7.1939,6.46,81,92,9.26,FO,1727186095
500,sedlcany,49.6606,14.4266,21.09,60,79,4.04,CZ,1727186096
501,lashio,22.9333,97.75,21.33,98,100,0.2,MM,1727186097
502,kaohsiung,22.6163,120.3133,28.97,89,40,4.12,TW,1727186098
503,portland,45.5234,-122.6762,17.42,94,0,0.45,US,1727185508
504,plastun,44.7561,136.2939,9.22,96,93,1.72,RU,1727186100
505,vyaz'ma,55.2104,34.2951,19.59,40,100,3.82,RU,1727186101
506,yakeshi,49.2833,120.7333,9.71,80,100,1.31,CN,1727186102
507,kenai,60.5544,-151.2583,7.86,100,100,1.54,US,1727186103
508,rakops,-21.0167,24.3333,33.03,21,2,3.06,BW,1727186104
509,sosnovo-ozerskoye,52.5249,111.5418,6.61,65,7,1.65,RU,1727186105
510,mokhotlong,-29.2894,29.0675,16.73,49,98,8.94,LS,1727186107
511,hirara,24.8,125.2833,26.15,100,99,0.51,JP,1727186110
512,kill devil hills,36.0307,-75.676,22.77,79,100,2.06,US,1727186111
513,port augusta,-32.5,137.7667,14.78,86,100,2.96,AU,1727186112
514,soroti,1.7146,33.6111,28.36,39,100,2.22,UG,1727186113
515,qulsary,46.9531,54.0198,20.4,40,100,7.02,KZ,1727186114
516,kuytun,54.3419,101.5036,7.78,95,85,2.88,RU,1727186115
517,guanica,17.9716,-66.908,32.21,64,100,3.21,PR,1727186116
518,al kharj,24.155,47.3346,39.32,9,0,2.04,SA,1727186117
519,la'ie,21.6477,-157.9253,25.06,79,100,1.34,US,1727186118
520,monforte de lemos,42.5216,-7.5142,18.65,60,62,2.06,ES,1727186119
521,al qadarif,14.0349,35.3834,33.41,44,39,4.06,SD,1727186121
522,berbera,10.4396,45.0143,32.73,60,10,1.06,SO,1727186122
523,tarakan,3.3,117.6333,28.4,77,64,4.49,ID,1727186123
524,yigo village,13.5361,144.8886,27.16,83,0,3.6,GU,1727186124
525,senillosa,-39.0,-68.4167,9.88,35,0,4.58,AR,1727186125
526,belyy yar,53.6039,91.3903,8.94,71,0,6.0,RU,1727186126
527,ma'rib,15.4591,45.3253,34.36,13,7,5.34,YE,1727186127
528,callaway,30.153,-85.5699,27.19,83,75,2.57,US,1727186128
529,newport,51.5877,-2.9984,15.06,73,100,4.67,GB,1727186129
530,horta,38.5333,-28.6333,24.8,90,75,7.2,PT,1727186130
531,nishinoomote,30.7333,131.0,26.57,82,75,10.04,JP,1727186132
532,hopewell,37.3043,-77.2872,19.7,93,97,2.72,US,1727186134
533,qusmuryn,52.4503,64.6311,9.33,46,12,3.67,KZ,1727186135
534,sao carlos,-22.0175,-47.8908,33.32,21,0,3.84,BR,1727186043
535,coronel suarez,-37.4547,-61.9334,16.39,46,7,3.21,AR,1727186137
536,i-n-salah,27.1935,2.4607,38.76,21,4,1.61,DZ,1727186138
537,hamilton,39.1834,-84.5333,21.05,96,100,4.12,US,1727186139
538,antsiranana,-12.2787,49.2917,28.42,44,20,5.14,MG,1727186140
539,lampazos de naranjo,27.0167,-100.5167,27.32,64,26,0.75,MX,1727186141
540,hobyo,5.3505,48.5268,26.03,77,22,12.2,SO,1727186142
541,mount pearl,47.5166,-52.7813,12.4,88,75,8.23,CA,1727186143
542,esperanza,19.5847,-70.9849,28.5,81,100,2.16,DO,1727186145
543,belle fourche,44.6714,-103.8522,16.71,52,84,2.44,US,1727186147
544,villa gesell,-37.2639,-56.973,13.46,65,100,5.84,AR,1727186148
545,dadukou,26.5479,101.7054,25.33,67,92,0.69,CN,1727186149
546,mcrae,32.068,-82.9007,26.11,68,9,3.11,US,1727186150
547,tsumeb,-19.2333,17.7167,31.32,24,45,3.75,NA,1727186151
548,katsuura,35.1333,140.3,22.71,64,100,8.07,JP,1727186152
549,sovetskiy,61.3614,63.5842,3.82,58,43,5.26,RU,1727186153
550,tambura,5.6,27.4667,24.1,91,99,1.45,SS,1727186154
551,east london,-33.0153,27.9116,33.52,31,0,4.12,ZA,1727186155
552,port hedland,-20.3167,118.5667,23.03,68,0,3.6,AU,1727186156
553,taltal,-25.4,-70.4833,16.8,66,22,1.71,CL,1727186157
554,zhezqazghan,47.7833,67.7667,17.32,15,0,2.0,KZ,1727186158
555,vieux-habitants,16.0589,-61.7659,29.91,66,4,0.5,GP,1727186161
556,chui,-33.6971,-53.4616,14.77,97,100,6.48,UY,1727186162
557,papao,-17.75,-149.55,23.82,78,99,0.91,PF,1727186163
558,bulayevo,54.9056,70.4439,6.45,57,73,5.15,KZ,1727186164
559,nikolayevsk-on-amure,53.1406,140.73,9.5,81,96,0.47,RU,1727186165
560,seminole,28.7086,-81.2081,30.66,74,1,0.45,US,1727186166
561,labuan,5.2767,115.2417,27.2,94,20,0.0,MY,1727186167
562,rumilly,45.8667,5.95,18.34,67,75,4.63,FR,1727186168
563,antonio enes,-16.2325,39.9086,25.82,48,0,7.82,MZ,1727186169
564,garoowe,8.4054,48.4845,33.76,31,91,9.24,SO,1727186170
565,suva,-18.1416,178.4415,22.71,83,75,2.06,FJ,1727186172
566,kapa'a,22.0752,-159.319,26.18,81,20,6.69,US,1727186173
567,cabinda,-5.55,12.2,26.05,74,65,4.34,AO,1727186174
568,usinsk,65.9939,57.5281,1.17,62,34,5.74,RU,1727186175
569,meadow lakes,61.6247,-149.6011,7.36,84,100,2.06,US,1727186176
570,brokopondo,4.75,-55.1667,29.56,60,6,2.28,SR,1727186177
571,cidreira,-30.1811,-50.2056,21.35,82,72,6.5,BR,1727186178
572,darwin,-12.4611,130.8418,27.99,78,20,4.63,AU,1727185952
573,jayapura,-2.5333,140.7,26.66,87,24,2.12,ID,1727186180
574,gondal,21.9667,70.8,26.82,81,60,4.86,IN,1727186181
575,buala,-8.145,159.5921,26.53,82,79,2.59,SB,1727186182
576,ingeniero guillermo n. juarez,-23.9,-61.85,32.67,35,1,2.74,AR,1727186183
577,tafresh,34.692,50.013,27.84,10,0,4.4,IR,1727186185
